X,Y,id,note,icon_url,Db_Export_IDScheda,Db_Export_DescStrada,Db_Export_TipiImpiantiprg_Descrizione,Db_Export_noteprg,Db_Export_NumeroTransenne,Db_Export_GruppiImpianti_Descrizione,Db_Export_NumeroFoto
12.346463528596,44.2605441146564,"735",,./1.png,"735",ROTONDA SAN GIORGIO   angolo OSPEDALE  VIA,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2082
12.3464277714447,44.2605272986339,"736",,./0.png,"736",ROTONDA SAN GIORGIO   angolo OSPEDALE  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2083
12.3465226168167,44.2606507609166,"173",,./1.png,"173",VIA OSPEDALE   angolo SAN GIORGIO ROTONDA,Transenna L160,5 ELEMENTI - SPOSTARE AFFISSIONALE A DX DELL'ALBERO,"5",Transenne parapedonali,IMG_1348
12.3463593940717,44.2608115663407,"737",,./1.png,"737",ROTONDA SAN GIORGIO   angolo OSPEDALE  VIA,Transenna L160,6 ELEMENTI,"6",Transenne parapedonali,IMG_2085
12.3454609157697,44.2614786601286,"254",,./1.png,"254",ROTONDA PERTINI   angolo MARTIRI FANTINI VIA,Transenna L160,12 ELEMENTI,"12",Transenne parapedonali,IMG_1431
12.3450202439786,44.2613355610493,"255",,./1.png,"255",ROTONDA PERTINI   angolo ARTUSI PIAZZALE,Transenna L160,10 ELEMENTI,"10",Transenne parapedonali,IMG_1432
12.3454075766523,44.2610645718222,"258",,./1.png,"258",ROTONDA PERTINI   angolo SAN GIORGIO PONTE,Transenna L160,8 ELEMENTI,"8",Transenne parapedonali,IMG_1468
12.3455435997899,44.2611106048754,"259",,./0.png,"259",ROTONDA PERTINI   angolo SAN GIORGIO PONTE,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1437
12.347136253827,44.2620154902997,"261",,./0.png,"261",VIA MARTIRI FANTINI   fronte XXII OTTOBRE  VIA,Impianto a due pali,AL POSTO DEL NOME VIA - A SX ESISTENTE,"0",Segnaletica direzionale privata,IMG_1439
12.3478219633604,44.2634376505226,"738",,./1.png,"738",VIALE ORIANI   angolo DI VITTORIO  VIALE,Transenna L90,6 ELEMENTI,"6",Transenne parapedonali,IMG_2090
12.347852082395,44.2633843637009,"739",,./1.png,"739",VIALE ORIANI   angolo DI VITTORIO  VIALE,Transenna L90,6 ELEMENTI,"6",Transenne parapedonali,IMG_2091
12.3478431693198,44.2634608479357,"245",,./0.png,"245",VIALE ORIANI   angolo DI VITTORIO VIALE,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1422
12.3457994670576,44.266268780057,"740",,./0.png,"740",VIALE DI VITTORIO   quasi angolo MILANO  VIALE,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2092
12.3436745686742,44.2663838674986,"250",,./1.png,"250",VIA XXII OTTOBRE   angolo DI VITTORIO VIALE,Transenna L160,8 ELEMENTI,"8",Transenne parapedonali,IMG_1427
12.344011982922,44.2664105028712,"251",,./1.png,"251",VIA XXII OTTOBRE   angolo DI VITTORIO VIALE,Transenna L160,11 ELEMENTI,"11",Transenne parapedonali,IMG_1428
12.3442803251698,44.2665439679163,"741",,./0.png,"741",VIALE DI VITTORIO Lato n.c. 84  quasi fronte XXII OTTOBRE  VIA,Segnaletica monopalo 100x20,,"0",Segnaletica direzionale privata,IMG_2093
12.3404041437938,44.2664264591732,"742",,./1.png,"742",VIALE DI VITTORIO   fronte ANGELINI  VIA,Transenna L160,10 ELEMENTI,"10",Transenne parapedonali,IMG_2096
12.340257980687,44.2660214379234,"743",,./1.png,"743",ROTONDA PAGANELLI   angolo ANGELINI  VIA,Transenna L160,8 ELEMENTI,"8",Transenne parapedonali,IMG_2097
12.3407154183107,44.2661382598952,"744",,./1.png,"744",ROTONDA PAGANELLI   angolo DI VITTORIO  VIALE,Transenna L160,12 ELEMENTI,"12",Transenne parapedonali,IMG_2098
12.3402471201869,44.266317118863,"745",,./0.png,"745",ROTONDA PAGANELLI   fronte DI VITTORIO  VIALE,Impianto a due pali,A SX NOME VIA,"0",Segnaletica direzionale privata,IMG_2099
12.3405904121965,44.2663110388674,"746",,./0.png,"746",ROTONDA PAGANELLI   fronte DI VITTORIO  VIALE,Impianto a due pali, A DX NOME VIA,"0",Segnaletica direzionale privata,IMG_2100
12.3308471432468,44.2678178179298,"281",,./0.png,"281",VIALE DI VITTORIO   quasi angolo MACCANETTO VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1460
12.3247686091548,44.2732004703897,"747",,./1.png,"747",VIA FORLANINI   angolo GALENO  VIA,Transenna L160,6 ELEMENTI,"6",Transenne parapedonali,IMG_2101
12.3422574095847,44.2639088461015,"748",,./1.png,"748",VIA ANGELINI   angolo MAZZOTTI CARLI  VIA,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2102
12.3422785958082,44.2641654772346,"749",,./1.png,"749",ROTONDA GIRONI   angolo MAZZOTTI CARLI  VIA,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2103
12.3419461821591,44.2642657281143,"750",,./1.png,"750",ROTONDA GIRONI   angolo ANGELINI  VIA,Transenna L160,6 ELEMENTI,"6",Transenne parapedonali,IMG_2104
12.34170249608,44.2639822659096,"751",,./1.png,"751",ROTONDA GIRONI   angolo ANGELINI  VIA,Transenna L160,8 ELEMENTI,"8",Transenne parapedonali,IMG_2105
12.3414694204036,44.2643924368835,"752",,./0.png,"752",VIA ANGELINI   quasi angolo GIRONI  ROTONDA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2106
12.3453056642078,44.2646262085443,"753",,./1.png,"753",VIA XXII OTTOBRE   fronte MAZZOTTI CARLI  VIA,Transenna L160,4 + 2 ELEMENTI,"6",Transenne parapedonali,IMG_2107
12.3451849121962,44.2646011651746,"754",,./1.png,"754",VIA MAZZOTTI CARLI   Angolo XXII OTTOBRE  VIA,Transenna L160,6 ELEMENTI,"6",Transenne parapedonali,IMG_2108
12.3497091883923,44.2641095552086,"755",,./1.png,"755",VIALE ORIANI   angolo MONTE NERO VIA,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_2109
12.3503737560181,44.2642353432875,"241",,./0.png,"241",VIA DELLE PARATOIE   angolo ORIANI VIALE,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1418
12.3504571853802,44.2642646530198,"756",,./1.png,"756",VIA DELLE PARATOIE   angolo ORIANI  VIALE,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2110
12.350308516541,44.2642150272429,"757",,./1.png,"757",VIA DELLE PARATOIE   angolo ORIANI  VIALE,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2111
12.3503518798563,44.2643169722543,"758",,./1.png,"758",VIALE ORIANI   angolo GUERINI VIA,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_2112
12.3502867304352,44.2642982415264,"759",,./1.png,"759",VIALE ORIANI   angolo GUERINI VIA,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_2113
12.3508044105544,44.2637256617585,"760",,./1.png,"760",VIALE PARINI   angolo DELLE PARATOIE  VIA,Transenna L160,6 ELEMENTI,"6",Transenne parapedonali,IMG_2114
12.3508772966134,44.2636472986255,"761",,./1.png,"761",VIALE PARINI   angolo DELLE PARATOIE  VIA,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_2115
12.3528479342024,44.265425106673,"239",,./2.png,"239",VIALE ORIANI Lato n.c. 69 quasi angolo VITTORIO VENETO VIALE,Orologio 100x70,,"0",Orologio,IMG_1416
12.3531008065981,44.2655971168328,"762",,./1.png,"762",VIALE VITTORIO VENETO   angolo ORIANI  VIALE,Transenna L160,7 ELEMENTI,"7",Transenne parapedonali,IMG_2116
12.353178613124,44.2656440574966,"763",,./1.png,"763",VIALE VITTORIO VENETO   angolo ORIANI  VIALE,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2117
12.3545045836893,44.2667706550575,"290",,./0.png,"290",VIALE ORIANI   angolo DANTE ALIGHIERI VIA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1471
12.354939077485,44.2672795295281,"764",,./1.png,"764",VIALE DUE GIUGNO   angolo LEONCAVALLO  VIALE,Transenna L160,2 + 1 ELEMENTI,"3",Transenne parapedonali,IMG_2119
12.3513213419033,44.268326717003,"765",,./1.png,"765",VIALE VITTORIO VENETO   angolo CILEA VIA,Transenna L160,1 ELEMENTO,"1",Transenne parapedonali,IMG_2120
12.3513001149484,44.2683614818624,"766",,./1.png,"766",VIALE VITTORIO VENETO   angolo CILEA VIA,Transenna L160,1 ELEMENTO,"1",Transenne parapedonali,IMG_2121
12.3547505463999,44.2678495968621,"294",,./0.png,"294",VIALE DUE GIUGNO   angolo BOITO VIALE,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1475
12.3546812446955,44.2677968493427,"296",,./0.png,"296",VIALE DUE GIUGNO   angolo BOITO VIALE,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1477
12.3544209913745,44.2684269857343,"300",,./2.png,"300",VIALE DUE GIUGNO Lato n.c. 13  ,Orologio 100x70,,"0",Orologio,IMG_1481
12.354430152446,44.2692476979935,"297",,./0.png,"297",VIALE MASCAGNI   angolo CORELLI ROTONDA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1478
12.35398384771,44.2699484095894,"301",,./0.png,"301",VIALE DUE GIUGNO   angolo PAGANINI VIALE,Impianto a due pali,AL POSTO DEL NOME VIA - SPOSTARE NOME VIA DALL'ALTRO LATO DELLA STRADA,"0",Segnaletica direzionale privata,IMG_1482
12.3534586896629,44.2713993715967,"304",,./2.png,"304",VIALE DUE GIUGNO Lato n.c. 46  ,Orologio 100x70,,"0",Orologio,IMG_1485
12.3532219082761,44.271976412128,"767",,./0.png,"767",VIALE DUE GIUGNO   angolo CIMAROSA VIALE,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_2123
12.3529732464757,44.2726554314232,"306",,./0.png,"306",VIALE DUE GIUGNO   angolo SPONTINI VIALE,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1487
12.3527164958414,44.2733283359225,"310",,./0.png,"310",VIALE DUE GIUGNO   angolo BARACCA VIALE,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1491
12.3522815350145,44.2744622234066,"311",,./0.png,"311",VIALE DUE GIUGNO   angolo TOTI VIALE,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1492
12.3521964660296,44.2744043797587,"312",,./0.png,"312",VIALE DUE GIUGNO   angolo TOTI VIALE,Impianto monopalo,AL POSTO DEL NOME VIA RIMOSSO,"0",Segnaletica direzionale privata,IMG_1493
12.3523621917882,44.2753745250569,"315",,./0.png,"315",VIALE LUIGI CADORNA   angolo CADORNA ROTONDA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1496
12.3514443744099,44.2755197909259,"319",,./0.png,"319",VIALE BOLOGNA   quasi angolo CADORNA ROTONDA,Impianto a due pali,A DX DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1500
12.351365715942,44.2751473401074,"320",,./0.png,"320",VIALE LUIGI CADORNA   angolo CADORNA ROTONDA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1501
12.3520734740051,44.2749423453354,"768",,./1.png,"768",ROTONDA CADORNA   Angolo DUE GIUGNO  VIALE,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2125
12.3516514600615,44.2756050165044,"769",,./1.png,"769",ROTONDA CADORNA   angolo DUE GIUGNO  VIALE,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_2126
12.3515639636862,44.2760871538151,"323",,./0.png,"323",VIALE DUE GIUGNO   angolo CORSICA VIALE,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_1504
12.3514782000016,44.2763278685744,"324",,./2.png,"324",VIALE DUE GIUGNO Lato n.c. 65 quasi angolo ZARA VIALE,Orologio 100x70,,"0",Orologio,IMG_1505
12.3509861332582,44.2779156027516,"326",,./0.png,"326",VIALE DUE GIUGNO   angolo FORL' VIALE,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1507
12.3509797042128,44.2779094396788,"770",,./1.png,"770",VIALE DUE GIUGNO   angolo FORLI'  VIALE,Transenna L90,5 + 3 ELEMENTI,"8",Transenne parapedonali,IMG_2127
12.3509109483103,44.2778955791886,"771",,./1.png,"771",VIALE DUE GIUGNO   angolo FORLI'  VIALE,Transenna L90,2 + 5 ELEMENTI,"7",Transenne parapedonali,IMG_2128
12.3509235775872,44.2778650368553,"772",,./1.png,"772",VIALE DUE GIUGNO   Angolo FORLI'  VIALE,Transenna L160,5 + 3 ELEMENTI,"8",Transenne parapedonali,IMG_2129
12.3509922883547,44.2778781046783,"773",,./1.png,"773",VIALE DUE GIUGNO   angolo FORLI'  VIALE,Transenna L160,4 + 3 ELEMENTI,"7",Transenne parapedonali,IMG_2130
12.3517832079148,44.2779783386789,"350",,./3.png,"350",VIALE FORLI' Fronte n.c. 47 LATO MANTOVA PIAZZALE,Turistico a libro,,"0",Impianto di servizio,IMG_1531
12.3506637861642,44.2787766182508,"330",,./0.png,"330",VIALE DUE GIUGNO   angolo SPALATO VIALE,Impianto monopalo,AL POSTO DEL NOME VIA - SPOSTARE NOME VIA DALL'ALTRO LATO DELLA STRADA,"0",Segnaletica direzionale privata,IMG_1511
12.3499613834565,44.2806114985018,"333",,./0.png,"333",VIALE DUE GIUGNO   angolo II TRAVERSA PINETA VIA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1514
12.3496168896024,44.2813751038774,"341",,./0.png,"341",VIALE DUE GIUGNO   angolo III TRAVERSA PINETA VIA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1522
12.3496936568097,44.2814228713054,"338",,./0.png,"338",VIALE DUE GIUGNO   angolo III TRAVERSA PINETA VIA,Impianto a due pali,AL POSTO DEL NOME VIA RIMOSSO,"0",Segnaletica direzionale privata,IMG_1519
12.3496833431071,44.2814164252116,"774",,./1.png,"774",VIALE DUE GIUGNO   angolo III TRAVERSA PINETA  VIA,Transenna L90,5 + 1 ELEMENTI,"6",Transenne parapedonali,IMG_2132
12.3496122081125,44.2814093826634,"775",,./1.png,"775",VIALE DUE GIUGNO   angolo III TRAVERSA PINETA  VIA,Transenna L90,1 + 4 ELEMENTI,"5",Transenne parapedonali,IMG_2133
12.3496264487011,44.2813779991973,"776",,./1.png,"776",VIALE DUE GIUGNO   angolo III TRAVERSA PINETA  VIA,Transenna L90,2 + 2 ELEMENTI,"4",Transenne parapedonali,IMG_2134
12.3496997453328,44.2813841842924,"777",,./1.png,"777",VIALE DUE GIUGNO   angolo III TRAVERSA PINETA  VIA,Transenna L160,1 + 2 +1 ELEMENTI,"4",Transenne parapedonali,IMG_2135
12.3493272594551,44.2822387277841,"343",,./0.png,"343",VIALE DUE GIUGNO   angolo IV TRAVERSA PINETA VIA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1524
12.349340919484,44.2831784049101,"347",,./3.png,"347",PIAZZALE TORINO    ,Turistico a libro,,"0",Impianto di servizio,IMG_1528
12.349302869063,44.2829175068314,"778",,./0.png,"778",PIAZZALE TORINO   angolo DUE GIUGNO  VIALE,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2136
12.349169778799,44.2828316931379,"779",,./1.png,"779",VIALE DUE GIUGNO   angolo TORINO  PIAZZALE,Transenna L90,3 + 3 ELEMENTI,"6",Transenne parapedonali,IMG_2137
12.3491764701314,44.2832602485523,"780",,./1.png,"780",PIAZZALE TORINO   angolo DUE GIUGNO  VIALE,Transenna L160,8 ELEMENTI,"8",Transenne parapedonali,IMG_2139
12.3489402794929,44.283810266698,"459",,./0.png,"459",VIALE DUE GIUGNO   angolo VI TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1640
12.3487739125807,44.2844900365593,"460",,./0.png,"460",VIALE DUE GIUGNO   angolo VII TRAVERSA PINETA VIA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1641
12.3486771606987,44.2845282084057,"463",,./0.png,"463",VIALE DUE GIUGNO   angolo VII TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1644
12.3486217786041,44.2852452139631,"465",,./0.png,"465",VIALE DUE GIUGNO   angolo VIII TRAVERSA PINETA VIA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1646
12.3484611408615,44.2860161233568,"468",,./0.png,"468",VIALE DUE GIUGNO   angolo IX TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1649
12.3483595981241,44.2859992535947,"469",,./0.png,"469",VIALE DUE GIUGNO   angolo IX TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1650
12.3482956798494,44.2867800281386,"471",,./0.png,"471",VIALE DUE GIUGNO   angolo X TRAVERSA PINETA VIA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1652
12.3481967034099,44.2867694348032,"472",,./0.png,"472",VIALE DUE GIUGNO   angolo X TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1653
12.3483738413703,44.2875518693558,"781",,./0.png,"781",VIALE ANELLO DEL PINO   angolo XI TRAVERSA PINETA  VIA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_2140
12.3480307232076,44.2890792419899,"782",,./0.png,"782",VIALE ANELLO DEL PINO   angolo XIII TRAVERSA PINETA  VIA,Impianto monopalo,AL POSTO DEL NOME VIA - SPOSTARE NOME VIA DALL'ALTRO LATO DELLA STRADA,"0",Segnaletica direzionale privata,IMG_2141
12.3475175299351,44.2911927995547,"783",,./0.png,"783",VIALE ANELLO DEL PINO   angolo XVI TRAVERSA PINETA  VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_2142
12.3473662093212,44.2918753013382,"478",,./0.png,"478",VIALE ANELLO DEL PINO   angolo XVII TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA - SPOSTARE NOME VIA DALL'ALTRO LATO DELLA STRADA,"0",Segnaletica direzionale privata,IMG_1659
12.3467496942408,44.2920363033564,"784",,./1.png,"784",VIALE DUE GIUGNO   angolo ANELLO DEL PINO  VIALE,Transenna L160,8 ELEMENTI,"8",Transenne parapedonali,IMG_2143
12.3482237072321,44.2872831443621,"785",,./1.png,"785",VIALE ANELLO DEL PINO   angolo DUE GIUGNO  VIALE,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_2144
12.3433562449388,44.2984622504711,"787",,./0.png,"787",VIALE MATTEOTTI   angolo XXV TRAVERSA PINETA  VIA,Segnaletica monopalo 100x20,,"0",Segnaletica direzionale privata,IMG_2146
12.3430414502148,44.2997323198438,"498",,./0.png,"498",VIALE MATTEOTTI   fronte BALDINI VIALE,Portale circuito alberghi,#NOME?,"0",Segnaletica direzionale privata,IMG_1679
12.3451576020688,44.2908642247439,"788",,./0.png,"788",VIALE MATTEOTTI   angolo XVI TRAVERSA PINETA  VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_2147
12.3453382244095,44.2901522832573,"502",,./0.png,"502",VIALE MATTEOTTI   angolo XV TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1683
12.3455635662808,44.2887101525717,"503",,./0.png,"503",VIALE MATTEOTTI   angolo XIII TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA - SPOSTARE NOME VIA DALL'ALTRO LATO DELLA STRADA,"0",Segnaletica direzionale privata,IMG_1684
12.3461950197697,44.2864398960287,"483",,./0.png,"483",VIALE MATTEOTTI   angolo X TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1664
12.3465424768072,44.2849687740716,"486",,./0.png,"486",VIALE MATTEOTTI   angolo VIII TRAVERSA PINETA VIA,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1667
12.3467030263084,44.2842542427671,"789",,./3.png,"789",PIAZZALE GENOVA    ,Turistico a libro,,"0",Impianto di servizio,IMG_2148
12.3468742011742,44.2835322536537,"489",,./0.png,"489",VIALE MATTEOTTI   Angolo VI TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA - INSTALLARE VICINO CORDOLO MARCIAPIEDE,"0",Segnaletica direzionale privata,IMG_1670
12.3472695218149,44.2819509491334,"353",,./0.png,"353",VIALE MATTEOTTI   angolo IV TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1534
12.3473213089757,44.2817731652394,"354",,./2.png,"354",VIALE MATTEOTTI Lato n.c. 52 quasi angolo NAPOLI PIAZZALE,Orologio 100x70,,"0",Orologio,IMG_1535
12.3475165221604,44.2811243103923,"357",,./3.png,"357",VIA III TRAVERSA PINETA   angolo MATTEOTTI VIALE,Turistico a libro,,"0",Impianto di servizio,IMG_1538
12.3473445081269,44.2811507943793,"358",,./0.png,"358",VIALE MATTEOTTI   angolo III TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1539
12.3474353006979,44.2811536887178,"790",,./1.png,"790",VIALE MATTEOTTI   angolo III TRAVERSA PINETA  VIA,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_2149
12.3473572530531,44.2811416866535,"791",,./1.png,"791",VIALE MATTEOTTI   angolo III TRAVERSA PINETA  VIA,Transenna L90,5 ELEMENTI,"5",Transenne parapedonali,IMG_2150
12.3473630392292,44.2811073755496,"792",,./1.png,"792",VIALE MATTEOTTI   angolo III TRAVERSA PINETA  VIA,Transenna L90,2 + 3 ELEMENTI,"5",Transenne parapedonali,IMG_2151
12.3474419649145,44.2811153819255,"793",,./1.png,"793",VIALE MATTEOTTI   angolo III TRAVERSA PINETA  VIA,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_2152
12.3476488114615,44.2803018305948,"363",,./0.png,"363",VIALE MATTEOTTI   angolo II TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1544
12.3478371200068,44.2794538873889,"365",,./0.png,"365",VIA I TRAVERSA PINETA   angolo MATTEOTTI VIALE,Impianto a due pali,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1547
12.3478380199193,44.2794308354138,"366",,./0.png,"366",VIALE MATTEOTTI   angolo I TRAVERSA PINETA VIA,Impianto monopalo,AL POSTO DEL NOME VIA,"0",Segnaletica direzionale privata,IMG_1546
12.3045087853371,44.2913992035477,"794",,./0.png,"794",VIA SANTERNO   angolo RONCO VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2153
12.307223586193,44.2925583721685,"795",,./0.png,"795",VIA SANTERNO   quasi angolo ROMEA NORD  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2154
12.3077307351932,44.2925539935515,"546",,./0.png,"546",VIA ROMEA NORD   angolo SANTERNO  VIA,Impianto a due pali,AL POSTO DELL'ESISTENTE,"0",Segnaletica direzionale privata,IMG_1730
12.3076805419897,44.29264437487,"796",,./0.png,"796",VIA ROMEA NORD   angolo SANTERNO  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2156
12.3043767843156,44.2971411537731,"798",,./1.png,"798",VIA ROMEA NORD   angolo CAMANE VIA,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2157
12.3042487613206,44.2969678026187,"799",,./1.png,"799",VIA ROMEA NORD   fronte CAMANE VIA,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2158
12.3045785257415,44.2969931880963,"800",,./1.png,"800",VIA ROMEA NORD   angolo CAMANE VIA,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2159
12.3152330072076,44.291920217897,"801",,./0.png,"801",VIA MORIGIA   quasi angolo GOIA  ROTONDA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2160
12.3153830560278,44.2938777942051,"535",,./0.png,"535",VIA ASCIONE   angolo ANSE VIE DELLE,Impianto a due pali,AL POSTO DELL'ESISTENTE,"0",Segnaletica direzionale privata,IMG_1718
12.3152010755131,44.2909802737113,"562",,./0.png,"562",VIA ASCIONE   quasi angolo GOIA  ROTONDA,Impianto a due pali,AL POSTO DELL'ESISTENTE,"0",Segnaletica direzionale privata,IMG_1754
12.3290437789381,44.278893752682,"802",,./1.png,"802",VIA ASCIONE   angolo GALENO  VIA,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2163
12.3290399597495,44.2791781109656,"803",,./1.png,"803",VIA ASCIONE   fronte GALENO  VIA,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2164
12.3282378088922,44.2791427563541,"804",,./0.png,"804",VIA ASCIONE   quasi angolo GALENO  VIA,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2165
12.3287657000104,44.2785493358048,"805",,./0.png,"805",VIA GALENO   quasi angolo ASCIONE  VIA,Impianto monopalo,,"0",Segnaletica direzionale privata,IMG_2166
12.2773476484669,44.2566008199082,"806",,./0.png,"806",VIA STATALE SALARA Lato n.c. 35  ,Impianto a due pali,,"0",Segnaletica direzionale privata,IMG_2167
12.2629551253955,44.259998675778,"807",,./1.png,"807",VIA RAGAZZENA   angolo CASTIGLIONE VIA,Transenna L160,5 ELEMENTI,"5",Transenne parapedonali,IMG_2168
12.262949004039,44.2598082935103,"808",,./1.png,"808",VIA RAGAZZENA   angolo CASTIGLIONE VIA,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_2169
12.3478136342753,44.2794490185758,"809",,./1.png,"809",VIALE MATTEOTTI   angolo JELENIA GORA  VIA,Transenna L90,6 ELEMENTI,"6",Transenne parapedonali,IMG_2170
12.3478115640641,44.2794903665476,"810",,./1.png,"810",VIALE MATTEOTTI   angolo JELENIA GORA  VIA,Transenna L90,6 ELEMENTI,"6",Transenne parapedonali,IMG_2171
12.3477250973375,44.2794857576158,"811",,./1.png,"811",VIALE MATTEOTTI   angolo JELENIA GORA  VIA,Transenna L90,2 + 4 ELEMENTI,"6",Transenne parapedonali,IMG_2172
12.3477348453589,44.2794239377579,"812",,./1.png,"812",VIALE MATTEOTTI   angolo JELENIA GORA  VIA,Transenna L160,6 ELEMENTI,"6",Transenne parapedonali,IMG_2173
12.347870269436,44.2789094318648,"813",,./1.png,"813",VIALE MATTEOTTI   angolo ROMAGNA  VIALE,Transenna L90,4 ELEMENTI,"4",Transenne parapedonali,IMG_2174
12.3479370104283,44.2789170014277,"814",,./1.png,"814",VIALE MATTEOTTI   angolo ROMAGNA  VIALE,Transenna L160,4 ELEMENTI,"4",Transenne parapedonali,IMG_2175
